dataset,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met,awards_won,avg_training_score,is_promoted
train,52105,6,17,2,1,3,1,45,1,11,0,0,69,0
train,6161,8,26,2,1,1,1,30,5,5,1,0,52,0
train,28130,2,26,2,1,1,2,26,NA,1,0,0,56,0
train,77394,6,22,2,1,1,3,29,2,3,1,0,72,0
train,59917,1,31,2,2,1,1,33,2,10,0,0,52,0
train,11748,1,2,2,2,1,1,39,3,4,1,0,50,0
train,28425,6,13,3,1,3,1,41,5,6,1,0,70,0
train,69518,2,31,2,1,1,1,32,4,5,0,0,58,0
train,44231,7,7,2,1,3,1,31,3,7,1,0,59,0
train,69660,9,2,2,1,3,1,31,5,4,0,0,60,0
train,41873,2,32,2,2,1,1,33,3,8,1,0,60,0
train,14540,1,7,3,2,3,2,40,3,11,0,0,61,1
train,12536,4,22,2,1,1,3,27,3,3,0,0,80,0
train,70930,3,13,2,1,3,1,24,NA,1,0,0,82,0
train,34575,1,28,2,2,3,1,32,3,5,1,0,47,0
train,14163,1,7,2,1,1,2,50,3,6,0,0,53,0
train,25320,2,13,3,2,1,2,33,2,3,0,0,61,0
train,16786,2,27,2,2,3,1,35,4,2,0,0,57,0
train,13779,2,2,2,1,1,1,56,2,30,0,0,58,0
train,62959,2,1,3,1,1,1,38,5,10,1,0,57,0
train,17390,1,27,3,1,1,2,40,3,14,0,0,50,0
train,52407,7,22,2,1,3,2,32,5,4,0,0,62,0
train,25854,6,24,2,2,3,1,33,2,4,0,0,71,0
train,4607,2,7,2,2,1,1,31,4,6,0,0,55,0
train,68965,2,22,3,1,2,1,35,5,3,1,0,63,0
train,37890,3,2,3,1,1,1,59,3,18,0,0,78,0
train,34408,6,2,3,2,1,1,51,1,7,0,0,70,0
train,40217,5,2,3,1,1,1,35,5,7,1,0,84,0
train,16385,3,14,2,1,1,1,29,2,2,0,0,82,0
train,76910,1,7,2,2,3,1,34,3,4,0,0,53,0
train,52214,6,13,2,2,3,1,38,3,8,0,0,68,0
train,27589,2,14,2,2,1,1,33,5,7,1,0,59,0
train,54880,1,23,3,1,1,1,36,1,8,0,0,50,0
train,32365,9,22,2,1,1,1,25,NA,1,0,0,60,0
train,21149,1,27,2,2,3,1,35,2,2,0,0,52,0
train,52681,4,2,3,1,3,2,39,3,5,0,0,84,0
train,26324,3,19,2,2,3,1,32,3,10,0,0,84,0
train,20670,3,13,3,1,3,1,38,1,4,0,0,81,0
train,46458,1,23,2,1,1,1,35,5,5,0,0,48,0
train,39601,1,3,2,1,1,1,30,5,6,1,0,48,0
train,54986,1,2,2,1,3,1,35,4,5,0,0,52,0
train,16425,4,22,2,2,3,1,26,3,2,0,0,86,0
train,37035,2,2,2,1,3,1,43,2,3,0,0,62,0
train,44607,2,6,2,2,3,2,26,NA,1,1,0,58,0
train,70261,4,31,2,1,3,2,29,1,4,0,0,84,0
train,69486,1,24,2,1,1,1,32,2,5,0,0,47,0
train,36558,4,7,2,1,3,4,27,3,4,1,0,85,1
train,27009,8,2,3,1,1,2,58,3,12,0,0,48,0
train,57262,6,7,2,2,2,1,33,5,8,1,0,71,0
train,71744,1,23,3,1,1,2,35,3,8,0,0,51,0
train,8991,9,2,2,1,3,1,28,NA,1,1,0,62,0
train,59039,3,2,3,2,3,1,39,5,4,1,1,95,1
train,9947,6,5,3,2,3,1,35,3,8,0,0,68,0
train,74015,4,31,2,1,1,1,28,4,2,1,0,86,0
train,39595,1,15,3,1,3,1,33,5,6,1,0,54,0
train,75195,6,34,2,1,1,1,29,3,5,1,0,71,0
train,54140,1,19,NA,1,3,1,36,3,10,0,0,47,0
train,38481,4,2,NA,1,1,1,24,2,2,0,0,86,0
train,74929,6,2,1,1,1,1,21,NA,1,0,0,73,0
train,57120,1,2,3,1,1,2,45,3,7,1,0,53,0
train,13349,1,6,2,2,1,1,25,NA,1,0,0,51,0
train,65068,8,20,3,1,1,1,37,4,9,0,0,50,0
train,52751,2,13,2,2,3,2,35,3,8,0,1,58,0
train,49709,2,15,2,1,2,2,43,4,3,1,0,55,1
train,71344,3,15,2,2,3,4,34,5,7,0,0,76,0
train,17691,1,7,3,2,1,1,33,5,6,0,0,46,0
train,69690,4,8,2,1,3,1,30,3,4,0,0,82,0
train,1761,2,2,2,2,1,1,30,4,2,1,0,57,0
train,42173,1,7,2,1,3,1,32,3,5,0,0,45,0
train,30904,6,31,2,1,3,1,41,3,15,0,0,72,0
train,26812,6,13,2,1,3,1,44,3,8,0,0,70,0
train,48975,2,2,2,2,1,1,45,5,15,1,0,61,0
train,27853,2,15,2,1,3,1,41,3,5,1,0,57,0
train,77004,2,11,2,2,3,1,38,3,4,1,0,63,0
train,25123,1,25,2,2,1,1,29,3,4,1,0,51,0
train,8062,1,14,2,1,1,1,35,1,7,0,0,54,0
train,3478,5,26,3,1,3,1,33,3,6,1,0,87,0
train,33350,6,4,2,1,3,1,30,3,5,0,0,72,0
train,64955,1,27,2,1,3,1,38,1,2,0,0,51,0
train,492,6,2,3,2,1,1,36,4,5,1,0,62,0
train,59064,2,22,3,1,3,1,43,4,7,0,0,60,0
train,65885,4,2,2,1,1,1,34,3,9,0,0,86,0
train,77539,6,2,2,1,1,1,24,NA,1,0,0,69,0
train,17725,6,2,2,2,1,1,39,1,7,0,0,71,0
train,25933,1,28,2,1,3,1,40,5,4,1,1,50,1
train,35169,1,7,2,1,1,1,35,5,9,0,0,51,0
train,50957,3,13,3,1,3,1,53,5,17,1,0,77,0
train,35454,2,17,2,2,1,1,26,NA,1,0,0,75,1
train,52972,7,26,2,1,1,1,37,3,7,0,0,58,0
train,67484,2,27,2,2,1,1,32,5,6,0,0,60,0
train,44982,1,3,2,1,3,1,29,1,6,0,0,55,0
train,7856,6,13,2,1,3,2,27,1,1,0,0,71,0
train,9679,7,22,2,1,1,2,28,3,2,1,0,58,0
train,55439,3,7,2,2,1,1,50,4,20,0,0,80,0
train,10255,1,9,3,1,3,1,32,4,6,1,0,48,0
train,77057,2,22,2,1,3,1,27,3,2,0,0,59,0
train,1795,6,27,3,2,3,1,40,3,13,1,0,75,0
train,61913,1,2,3,1,1,1,46,4,15,0,0,45,0
train,41461,4,26,2,1,3,1,28,NA,1,1,0,87,0
train,70230,7,4,2,1,1,1,29,5,1,1,1,94,1
train,56857,2,26,2,1,3,2,30,5,5,0,0,58,0
train,45402,1,22,2,1,3,2,23,5,2,1,0,51,0
train,4578,4,2,2,1,3,1,56,4,14,0,0,85,0
train,18117,8,15,2,1,1,1,27,3,2,0,0,54,0
train,51970,1,2,3,2,1,1,35,1,6,0,0,53,0
train,60044,8,2,2,1,1,1,45,3,5,1,0,51,0
train,38592,1,22,3,1,1,1,42,1,3,0,0,48,0
train,16073,4,6,2,1,1,2,33,5,9,1,0,84,0
train,56123,2,2,3,2,2,1,54,4,13,0,0,64,0
train,3072,1,2,2,2,3,1,39,1,7,0,0,52,0
train,42036,8,2,2,1,3,1,32,4,9,0,0,47,0
train,34023,4,22,2,1,3,1,33,2,5,0,0,87,0
train,63981,1,7,2,1,1,2,44,1,5,0,0,53,0
train,69339,6,15,2,1,3,1,50,4,6,1,0,69,0
train,55708,2,15,2,1,1,1,34,5,5,0,0,71,1
train,49450,6,2,2,1,3,1,43,1,16,0,0,69,0
train,5442,3,7,2,2,1,1,46,2,20,1,0,83,1
train,44203,1,8,2,1,1,2,32,4,3,0,0,51,0
train,44893,1,11,2,1,1,1,39,1,3,0,0,49,0
train,14637,7,2,2,1,1,2,30,3,4,1,0,58,0
train,50952,1,26,2,2,1,3,31,3,6,0,0,46,0
train,31984,2,1,2,1,1,1,33,3,7,0,0,72,1
train,3655,3,5,2,1,3,1,35,1,9,0,0,82,0
train,53563,1,2,2,1,3,2,31,NA,1,0,0,48,0
train,8498,2,7,2,1,3,1,27,1,4,0,0,60,0
train,73420,7,22,3,1,3,1,37,1,9,0,0,61,0
train,72195,1,19,2,1,1,3,38,1,10,0,0,54,0
train,19659,7,2,2,2,3,1,51,5,7,1,0,57,0
train,76028,2,22,2,2,3,1,38,4,7,1,0,62,0
train,72253,1,12,2,1,1,2,27,2,3,0,0,51,0
train,43564,6,5,3,1,1,1,48,3,19,0,0,69,0
train,23813,4,2,2,1,1,1,47,3,5,0,0,86,0
train,45567,1,22,2,1,3,1,34,5,2,1,0,52,0
train,22088,1,2,NA,1,3,1,31,3,4,0,0,52,0
train,51137,1,27,2,1,1,1,23,2,2,0,0,53,0
train,29075,6,17,2,2,3,1,27,3,3,0,0,71,0
train,53948,2,13,2,2,3,1,36,4,9,1,0,60,0
train,52653,2,10,3,1,3,1,39,5,4,0,0,57,0
train,16993,6,21,2,1,3,1,42,3,7,1,0,66,0
train,67590,7,4,2,1,3,1,28,4,5,0,0,61,0
train,45566,9,29,2,1,1,1,29,1,4,0,0,63,0
train,58147,1,7,3,2,1,1,34,5,3,1,0,48,0
train,24955,4,31,2,1,3,1,27,3,4,0,0,88,0
train,7198,1,26,2,2,3,1,32,4,7,0,0,51,0
train,25936,2,22,2,1,3,1,26,4,2,1,0,61,0
train,19906,1,19,2,1,1,1,38,5,7,0,0,49,0
train,59405,1,27,2,1,1,1,33,5,4,1,0,53,0
train,78104,3,13,3,2,1,1,31,1,5,0,0,80,0
train,49482,1,25,2,1,1,1,29,NA,1,0,0,46,0
train,39002,7,22,2,1,1,3,29,3,2,0,0,63,0
train,77345,6,26,2,1,3,1,39,3,13,0,0,74,0
train,32399,2,31,3,1,3,1,40,4,4,1,0,61,0
train,62633,1,7,2,1,3,1,39,2,6,0,0,50,0
train,43548,6,15,2,1,1,1,33,2,3,1,0,70,0
train,28110,3,27,2,1,3,1,40,3,12,0,0,80,0
train,13320,1,22,2,1,1,1,28,5,4,1,0,53,1
train,32657,9,7,2,1,3,1,26,5,2,1,1,60,0
train,74180,3,13,2,2,1,1,33,5,3,1,0,80,1
train,9367,6,15,3,1,3,1,36,1,9,0,0,70,0
train,29281,8,2,2,2,3,1,25,1,2,0,0,49,0
train,32474,4,22,2,1,1,2,29,NA,1,0,0,81,0
train,77076,1,30,2,1,3,1,27,3,3,1,0,55,0
train,54614,4,7,2,1,3,3,32,3,7,0,0,87,0
train,42950,4,7,3,1,1,1,44,4,14,0,0,89,0
train,35046,1,25,2,1,1,1,34,4,3,0,0,49,0
train,66681,1,2,2,1,3,1,36,3,2,0,0,50,0
train,66040,6,4,3,1,1,1,39,5,5,1,0,70,0
train,9387,2,22,3,2,3,2,34,1,10,0,0,58,0
train,13598,4,7,3,1,3,2,39,3,5,0,0,88,0
train,33640,7,2,2,1,3,1,34,3,3,0,0,60,0
train,78214,1,26,NA,1,3,1,28,1,2,0,0,54,0
train,38149,4,4,2,1,1,2,41,3,3,1,0,89,0
train,77726,2,32,2,1,3,1,28,4,2,1,0,61,0
train,46111,9,24,2,1,3,1,28,2,2,0,0,55,0
train,77779,4,32,NA,1,3,2,24,NA,1,0,0,89,0
train,66321,1,13,2,1,3,1,44,3,2,1,0,49,1
train,49876,6,10,3,2,1,1,33,2,6,1,0,68,1
train,27701,1,16,2,1,3,1,27,NA,1,1,0,50,0
train,20910,6,2,3,2,3,2,50,3,4,0,0,69,0
train,58094,3,2,1,2,3,1,25,4,2,1,0,81,0
train,8614,4,22,2,1,3,1,28,NA,1,1,0,78,0
train,6505,1,25,2,1,3,1,33,3,7,1,0,45,0
train,19794,6,7,2,1,3,1,33,2,7,0,0,70,0
train,59767,1,3,3,2,3,1,33,3,9,0,0,52,0
train,4041,9,26,2,1,3,1,33,3,6,0,0,58,0
train,57525,2,26,3,2,1,1,36,4,4,1,0,61,0
train,26371,8,13,2,1,3,1,37,5,7,0,0,50,0
train,27988,1,12,2,1,1,1,45,4,13,0,0,43,0
train,10368,2,22,2,2,1,1,35,5,7,1,0,84,1
train,32835,2,10,2,2,3,1,30,1,5,0,0,56,0
train,31806,3,4,2,2,3,1,28,1,3,0,0,83,0
train,61117,2,10,2,1,1,1,28,3,3,0,0,56,0
train,68866,1,2,NA,1,1,1,37,5,9,0,0,48,0
train,51143,6,2,2,2,3,1,29,3,4,1,0,73,0
train,11081,4,17,2,1,3,1,27,4,3,0,0,82,0
train,11251,1,13,3,2,1,1,32,3,5,0,0,51,0
train,75552,2,22,2,1,3,2,46,3,9,0,0,60,0
train,72751,3,5,2,1,2,1,25,4,3,0,0,81,0
train,55435,6,22,2,2,1,1,34,4,8,0,0,70,0
train,48429,1,27,2,1,1,1,31,5,5,1,0,47,0
train,37567,7,4,3,2,3,2,35,4,6,0,0,58,0
train,72801,8,32,2,1,1,1,31,2,2,0,0,49,0
train,71094,1,15,2,1,2,1,33,3,7,0,0,53,0
train,15096,2,7,2,1,3,1,36,2,3,1,0,60,0
train,61566,3,15,2,2,3,1,35,2,8,0,0,79,0
train,43145,2,4,2,2,1,1,31,3,6,0,0,64,1
train,72703,7,2,2,2,3,1,40,3,6,1,0,55,1
train,36895,6,2,2,1,1,1,36,5,4,1,0,70,0
train,59898,6,31,2,1,3,1,33,3,3,1,0,70,0
train,24380,4,26,2,1,1,1,33,3,4,0,0,87,0
train,70226,1,22,2,1,1,2,35,4,7,0,0,51,0
train,24751,3,31,3,1,1,1,33,3,3,1,0,81,0
train,9320,6,19,3,1,3,1,41,3,3,1,0,70,0
train,46209,2,32,2,1,1,1,31,4,4,1,0,63,0
train,68228,3,11,2,1,3,1,36,3,5,0,0,81,0
train,61114,1,16,2,1,1,1,35,2,8,0,0,53,0
train,56282,2,16,3,2,1,2,40,2,2,1,0,59,0
train,9659,6,31,2,1,1,2,32,3,5,0,0,69,0
train,6321,1,2,2,1,3,2,38,4,9,0,0,53,0
train,33103,4,22,2,1,2,1,30,3,2,1,0,85,0
train,45527,1,13,2,1,1,1,30,NA,1,0,0,49,0
train,28548,4,23,3,1,3,1,35,5,4,1,0,88,0
train,61610,1,22,3,1,3,1,40,1,9,0,0,49,0
train,75047,6,15,2,2,1,1,31,3,6,0,0,69,0
train,41424,1,28,3,1,1,1,38,4,5,1,0,83,1
train,20922,1,29,2,2,3,1,32,1,5,0,0,50,0
train,13427,2,26,3,1,1,1,41,3,7,0,0,55,0
train,28401,2,2,2,2,1,1,43,1,6,0,0,61,0
train,73349,4,26,2,1,1,2,32,4,7,0,0,87,0
train,49921,2,19,3,1,3,1,37,5,10,0,0,59,0
train,52540,6,4,3,1,1,2,36,4,9,1,0,69,0
train,65652,2,22,2,2,1,1,29,2,4,1,0,55,1
train,41083,3,2,2,1,2,1,33,3,3,1,0,84,0
train,39451,1,13,2,1,1,1,39,1,5,0,0,48,0
train,19023,8,2,2,2,3,1,31,1,4,0,0,49,0
train,31348,6,26,3,2,1,1,48,3,4,0,0,71,0
train,50885,7,30,2,1,1,1,31,5,3,1,0,59,0
train,57169,1,28,2,1,1,1,27,3,5,1,0,41,1
train,39702,6,4,3,2,3,1,33,NA,1,0,0,66,0
train,60370,2,30,2,2,3,1,36,4,9,0,0,64,0
train,43291,2,27,2,1,3,1,38,3,3,0,0,59,0
train,73969,3,23,3,1,3,1,38,4,8,0,0,82,0
train,25328,1,17,2,1,3,1,31,1,4,0,0,54,0
train,53343,7,4,2,1,3,1,33,3,5,0,0,55,0
train,41334,1,13,2,1,3,1,37,1,9,0,0,48,0
train,13632,4,29,2,1,3,1,28,2,6,0,0,87,0
train,7956,2,22,3,1,3,1,38,4,9,0,0,55,0
train,72859,1,10,3,1,1,1,41,3,9,0,0,48,0
train,10474,3,2,2,2,2,1,28,3,2,0,0,79,0
train,50983,6,2,3,2,1,1,40,1,9,0,0,71,0
train,21553,6,31,2,1,3,3,31,3,5,0,0,71,0
train,28265,1,2,2,1,1,1,33,3,10,0,0,49,0
train,75338,1,14,2,1,1,1,36,1,9,0,0,53,0
train,52557,4,32,2,1,3,1,28,NA,1,0,0,88,0
train,36286,6,12,2,1,3,1,29,5,6,1,0,70,0
train,32265,2,2,3,1,3,1,40,2,4,1,0,91,1
train,8099,3,11,2,2,3,1,29,3,3,1,0,81,1
train,40271,9,2,2,1,1,1,33,3,3,0,0,55,0
train,28032,4,32,2,2,3,1,29,5,3,0,0,87,0
train,39097,1,28,NA,1,3,1,35,5,7,1,0,50,0
train,33209,1,1,2,1,1,2,38,3,6,0,0,47,0
train,25819,6,7,3,2,3,1,52,3,21,0,0,67,0
train,41620,4,7,2,1,3,1,26,4,2,0,0,86,0
train,45639,1,2,NA,2,3,2,22,3,2,0,0,48,0
train,5195,2,20,2,2,1,2,32,3,3,0,0,62,0
train,70814,2,22,2,1,3,3,29,5,5,0,0,59,0
train,32097,6,31,3,1,3,1,35,2,6,0,0,71,0
train,66204,8,2,3,2,3,2,50,4,15,1,0,60,1
train,11477,3,26,2,1,3,1,42,4,14,0,0,79,0
train,26412,6,2,NA,2,3,1,32,3,10,1,0,69,0
train,1081,2,2,2,2,1,1,50,3,20,1,0,61,1
train,56415,1,2,2,1,3,1,60,4,7,0,0,47,0
train,4953,8,32,2,2,3,1,33,5,3,0,0,46,0
train,58477,2,7,2,2,3,1,32,5,2,1,0,57,0
train,70713,8,22,3,2,1,1,35,3,8,1,0,48,0
train,12633,1,22,2,1,1,1,45,4,18,1,0,52,1
train,28194,1,20,3,1,3,1,42,5,2,1,0,56,1
train,2577,3,7,2,1,1,3,28,4,5,0,0,78,0
train,37533,6,2,3,1,1,2,50,3,3,1,0,69,0
train,8938,2,2,3,1,1,1,32,4,6,1,0,60,0
train,75693,1,16,2,1,3,2,26,5,5,0,0,43,0
train,31463,1,31,2,1,1,1,25,NA,1,1,0,52,0
train,476,4,1,3,1,1,1,35,5,9,1,0,84,1
train,76688,2,12,2,1,3,1,27,3,3,0,0,55,0
train,38176,4,23,3,1,3,1,42,3,4,0,0,83,0
train,22622,9,2,1,1,1,1,27,5,3,0,0,75,1
train,35981,1,13,2,1,1,1,21,3,2,0,0,48,0
train,22422,7,28,3,1,3,1,33,5,5,1,0,59,0
train,29779,6,2,2,1,1,1,26,NA,1,1,0,70,0
train,26792,1,4,2,1,3,1,51,5,10,1,0,49,0
train,5850,1,2,2,1,2,1,30,2,2,1,0,51,0
train,54013,3,15,3,1,1,1,40,3,4,1,0,76,0
train,77850,8,22,1,1,3,1,22,3,2,1,0,54,0
train,27181,2,16,2,2,3,1,58,5,11,1,0,58,0
train,11963,1,28,3,1,1,1,34,3,4,0,0,49,0
train,60497,1,26,2,1,3,1,31,5,7,1,0,53,0
train,33404,2,4,2,1,3,1,33,4,6,0,0,57,0
train,67718,6,17,2,1,1,2,31,NA,1,0,0,70,0
train,10381,1,2,2,1,2,2,33,5,3,0,0,49,0
train,38220,1,7,3,1,3,1,57,3,7,0,0,50,0
train,64889,1,17,2,1,3,1,36,3,3,0,0,52,0
train,77461,1,22,2,2,1,2,28,3,3,0,1,59,1
train,61385,1,26,2,1,3,1,35,5,9,1,1,94,1
train,65349,2,22,2,1,1,1,34,5,7,0,0,60,0
train,69745,2,31,3,2,1,1,42,3,15,0,0,54,0
train,27486,5,25,2,2,3,1,32,5,5,0,0,85,0
train,53796,2,4,3,1,3,1,31,4,2,0,0,60,0
train,35967,6,31,3,1,3,1,33,3,7,0,0,67,0
train,34171,2,32,2,2,3,1,27,5,2,1,0,59,0
train,7655,6,15,2,1,1,1,38,3,2,1,0,69,0
train,44550,1,1,2,2,1,3,29,1,3,1,0,92,1
train,15109,1,31,2,1,3,1,36,1,11,0,0,48,0
train,56820,2,2,1,2,3,1,24,NA,1,1,0,58,0
train,34552,2,27,3,2,3,1,35,5,4,1,0,57,1
train,62262,1,29,2,1,3,1,29,3,6,0,0,51,0
train,33282,1,7,2,1,3,5,36,3,4,0,0,52,0
train,40062,6,30,2,1,1,1,33,5,7,1,0,70,0
train,1723,3,2,2,1,1,1,34,5,6,0,0,84,0
train,18041,3,2,3,2,3,1,53,3,9,0,0,80,0
train,10488,2,22,2,1,3,4,34,5,2,1,0,57,0
train,21587,1,2,2,1,3,1,48,5,18,1,0,52,0
train,36463,7,14,2,1,3,1,29,2,6,0,0,57,0
train,29026,1,2,2,1,3,2,26,5,2,0,0,49,0
train,32682,1,10,3,1,3,1,33,3,9,0,0,50,0
train,40911,3,2,2,1,2,1,31,4,6,1,0,77,0
train,31944,8,23,2,1,3,2,33,3,4,0,0,45,0
train,55427,7,22,2,2,1,1,28,1,4,0,0,60,0
train,43586,3,2,2,1,3,1,24,4,2,0,0,75,0
train,65876,6,17,2,2,3,1,31,4,5,0,0,73,0
train,8283,2,11,3,2,3,1,45,5,7,1,0,62,0
train,40344,6,27,3,2,3,1,34,5,8,0,0,71,0
train,49040,4,31,2,1,1,1,27,4,4,0,0,91,0
train,56645,1,31,3,1,3,1,42,1,5,0,0,48,0
train,65321,7,7,2,1,3,1,29,5,2,0,0,55,0
train,5971,2,7,2,1,1,1,39,1,4,0,0,60,0
train,40600,8,2,2,1,3,1,34,3,5,0,0,49,0
train,61220,4,22,2,1,2,1,28,NA,1,1,0,86,0
train,19806,1,11,2,1,1,1,31,5,5,1,0,46,0
train,3154,3,16,2,1,1,2,37,4,10,1,0,80,0
train,51951,6,2,2,2,1,1,33,3,5,1,0,68,0
train,72369,4,7,NA,1,3,1,29,3,3,0,0,87,0
train,13629,6,2,2,2,3,1,40,3,5,1,0,75,0
train,65697,8,11,2,1,3,1,32,3,6,0,0,51,0
train,40101,2,4,3,1,1,1,27,3,2,1,0,58,0
train,46294,1,11,2,2,3,1,28,4,5,1,0,43,0
train,41342,8,22,3,1,3,3,31,5,4,1,0,50,0
train,43254,1,2,2,1,1,2,35,3,4,0,0,49,0
train,26204,8,31,2,1,1,2,32,3,7,0,0,52,0
train,19763,1,25,2,1,1,1,30,5,4,1,0,53,0
train,19731,6,22,2,1,3,2,30,NA,1,1,0,74,0
train,13948,6,2,3,2,1,8,43,4,3,1,0,72,0
train,33802,6,7,2,2,1,1,26,NA,1,0,0,69,0
train,5197,1,29,3,2,3,1,31,3,4,0,0,52,0
train,29113,3,26,2,1,3,1,36,4,3,1,0,83,1
train,70158,4,22,3,1,3,1,58,4,12,0,0,84,0
train,14043,2,15,2,2,1,1,30,NA,1,0,0,61,0
train,29328,4,11,2,1,1,1,30,3,5,1,0,86,0
train,40306,2,19,2,1,3,1,37,4,10,1,0,63,0
train,20349,1,15,2,1,3,3,33,3,6,0,0,47,0
train,75267,2,4,2,1,1,1,28,NA,1,1,0,59,0
train,33385,2,32,2,1,1,1,27,3,2,0,0,63,0
train,41561,8,22,3,1,1,1,48,3,18,0,0,45,0
train,54902,3,2,2,1,1,1,41,4,7,0,0,78,0
train,41816,2,17,2,2,3,3,26,NA,1,1,0,57,0
train,74786,4,32,2,1,3,2,35,5,9,1,0,87,0
train,39797,4,5,2,1,3,1,29,1,2,0,0,80,0
train,45,1,19,2,1,3,1,27,4,4,0,0,50,0
train,78271,3,16,2,1,3,1,30,3,2,0,0,76,0
train,74751,1,15,2,1,1,1,30,1,6,0,0,48,0
train,29188,8,2,2,1,3,1,37,5,9,1,0,47,0
train,59251,4,22,2,1,2,1,32,4,6,1,0,83,0
train,68975,2,31,2,1,3,1,31,5,6,0,0,59,0
train,21624,1,7,2,1,3,1,34,5,9,0,0,43,0
train,73069,6,5,2,2,1,1,28,NA,1,0,0,71,0
train,20839,1,19,3,1,1,1,35,3,7,0,0,48,0
train,57444,8,7,2,1,3,1,36,4,4,0,0,50,0
train,8577,8,2,2,1,3,1,41,5,3,0,0,50,0
train,53192,6,20,2,1,1,1,31,3,2,0,0,68,0
train,17810,1,31,2,1,1,3,30,4,6,0,0,48,0
train,16578,9,22,2,1,3,1,30,2,4,0,0,57,0
train,49325,3,13,3,2,3,1,32,5,2,1,0,81,0
train,12897,1,2,2,1,2,1,34,3,6,0,0,50,0
train,26971,3,16,2,2,1,1,33,4,4,1,0,82,0
train,52547,1,2,NA,1,3,1,43,2,12,0,0,52,0
train,74877,3,22,2,2,1,1,35,3,9,0,0,78,0
train,59078,3,7,3,1,1,2,34,4,6,1,0,78,0
train,48781,1,31,3,1,1,1,36,5,5,1,0,43,0
train,35120,4,15,3,1,3,1,34,4,2,0,0,83,0
train,44915,1,7,2,1,1,1,31,3,3,0,0,50,0
train,21607,4,15,2,1,3,3,31,5,4,1,0,82,0
train,77989,1,1,3,1,3,1,32,5,4,0,0,54,0
train,48293,3,2,2,2,3,1,58,1,14,0,0,78,0
train,12500,1,2,2,2,1,1,26,3,3,0,0,46,0
train,21142,6,2,3,1,3,1,36,3,2,0,0,71,0
train,1995,6,27,2,1,3,1,37,3,7,0,0,73,0
train,26065,1,26,2,1,3,1,39,5,6,0,0,57,0
train,74656,6,2,3,2,1,1,41,5,4,1,0,67,0
train,24366,1,15,2,1,3,1,44,5,15,1,0,48,0
train,3516,2,16,3,1,3,1,46,5,20,1,0,59,0
train,48641,2,4,2,2,1,1,27,NA,1,0,0,62,0
train,16391,7,8,2,1,1,1,31,3,3,0,0,56,0
train,40753,2,22,2,1,3,1,27,3,3,1,0,55,1
train,28606,2,27,2,1,1,3,33,3,2,0,0,57,0
train,29809,6,25,2,2,3,1,28,3,3,0,0,66,0
train,998,6,15,2,2,1,1,30,4,2,0,0,74,0
train,38646,2,2,NA,2,3,1,32,3,4,0,0,57,0
train,70241,6,22,2,2,3,1,31,3,6,1,0,72,0
train,73246,2,2,3,2,1,1,36,5,7,1,0,56,0
train,10524,5,8,2,1,3,1,30,4,6,0,0,85,0
train,38834,1,31,3,2,3,1,35,5,5,1,0,45,0
train,61028,1,17,2,2,3,1,35,3,7,0,0,54,0
train,68709,6,7,2,2,3,1,25,5,2,0,0,74,0
train,28172,2,15,2,1,3,1,40,3,9,0,0,60,0
train,38580,6,27,2,1,1,1,33,5,6,1,0,71,0
train,43434,1,27,2,1,3,1,27,3,3,0,0,49,0
train,56073,3,13,2,2,3,1,36,4,8,1,0,82,0
train,20579,9,7,2,1,1,1,55,3,17,0,0,60,0
train,10299,4,9,2,1,1,2,33,3,4,0,0,81,0
train,78136,3,23,2,2,3,1,29,NA,1,0,0,78,0
train,4180,1,2,2,2,1,1,44,5,7,0,0,54,0
train,39192,3,22,2,1,1,2,27,3,3,0,0,79,0
train,31206,6,2,2,2,1,1,43,3,6,0,0,64,0
train,24343,4,32,2,1,3,1,28,3,6,0,0,84,0
train,11135,1,4,3,2,1,1,34,4,3,0,0,52,0
train,66184,1,25,NA,1,3,1,32,4,7,0,0,44,0
train,44406,2,27,3,1,3,1,40,2,11,0,0,58,0
train,58516,6,7,3,1,1,1,38,4,6,0,0,69,0
train,23617,7,22,2,1,1,3,30,2,3,0,0,62,0
train,51497,8,2,2,2,3,1,42,1,11,0,0,47,0
train,24837,3,26,2,1,3,1,27,NA,1,1,0,80,0
train,324,7,7,2,1,3,2,26,3,2,1,0,59,0
train,70023,3,5,2,1,3,1,36,5,8,1,0,83,0
train,18713,3,2,2,1,3,1,59,3,7,1,0,80,0
train,58650,1,28,2,1,3,1,34,5,3,1,0,53,0
train,15020,6,2,2,2,1,1,39,3,4,1,0,68,0
train,56211,2,15,2,1,1,1,46,4,18,0,0,57,0
train,72308,2,27,2,2,3,2,34,3,8,1,0,62,0
train,16795,6,23,2,2,3,1,32,5,4,1,0,87,1
train,76838,4,22,3,1,1,1,43,2,16,0,0,84,0
train,29237,9,22,2,1,1,1,25,NA,1,1,0,60,0
train,67190,1,2,2,1,2,1,32,4,7,1,0,51,0
train,58076,2,15,3,2,3,2,42,3,12,0,0,61,0
train,30978,2,2,2,1,1,1,44,3,2,1,0,57,0
train,4364,6,7,2,1,3,1,39,3,6,0,0,70,0
train,28727,2,2,2,2,1,1,36,4,3,0,0,58,0
train,14626,2,4,2,1,1,1,36,5,10,0,0,54,0
train,21780,1,13,3,1,3,2,35,1,4,0,0,50,0
